Room_Width,Room_Height,Furniture_Placement
10,11,"Bed(3,9);Bookshelf(1,1);Chair(6,5)"
11,12,"Sofa(5,0);Sofa(6,4);Bed(6,0);Sofa(2,2);Dining Table(5,1)"
13,13,"Wardrobe(4,4);Sofa(4,1);Bed(1,11)"
10,12,"Desk(3,5);Sofa(2,2);Sofa(1,3);Sofa(2,10);Bed(5,8)"
10,11,"Table(2,0);Wardrobe(5,6);Wardrobe(5,8);Desk(1,5)"
14,13,"Sofa(0,3);Chair(2,12);Bed(8,5);Chair(2,2);Chair(11,4)"
14,12,"Table(6,0);Sofa(5,1);Sofa(10,7);Table(12,7);Table(6,2)"
9,10,"Wardrobe(3,5);Bookshelf(7,4);Chair(8,1);Chair(6,8);Desk(1,5)"
8,9,"Wardrobe(1,1);Chair(1,2);Wardrobe(5,5);Table(2,6)"
14,12,"Bed(3,1);Dining Table(5,1);Table(2,2)"
14,14,"Wardrobe(3,9);Dining Table(8,1);Bookshelf(9,5)"
9,13,"Wardrobe(5,0);Bed(1,0);Wardrobe(6,1);Bed(2,10)"
13,11,"Sofa(10,7);Desk(2,1);Bed(0,1);Bed(2,1);Desk(3,0)"
9,8,"Desk(6,5);Dining Table(3,2);Dining Table(4,2);Dining Table(3,0);Bed(2,5)"
13,13,"Wardrobe(10,1);Dining Table(0,3);Wardrobe(6,5);Sofa(4,0)"
8,9,"Bed(4,2);Table(1,1);Desk(1,5);Sofa(4,5)"
11,9,"Table(6,3);Sofa(8,1);Dining Table(1,1);Sofa(3,1)"
8,9,"Dining Table(1,4);Chair(3,6);Table(3,1)"
12,8,"Wardrobe(7,0);Chair(4,2);Dining Table(9,0);Sofa(9,5)"
14,8,"Dining Table(10,2);Dining Table(0,2);Dining Table(2,0)"
13,10,"Bookshelf(9,1);Chair(8,0);Bed(1,2);Bed(5,1);Bed(1,1)"
12,9,"Chair(4,7);Table(3,1);Sofa(8,7);Bed(7,6)"
9,12,"Sofa(5,2);Bookshelf(4,6);Wardrobe(3,6);Table(6,2)"
11,13,"Sofa(7,10);Bookshelf(4,8);Table(7,1);Desk(7,1)"
9,9,"Chair(2,0);Table(0,5);Wardrobe(6,1);Dining Table(5,2);Dining Table(3,6)"
11,12,"Table(1,5);Dining Table(6,6);Wardrobe(3,6);Table(0,10)"
13,9,"Desk(5,8);Bookshelf(4,4);Desk(1,2);Sofa(1,1);Wardrobe(11,0)"
11,8,"Table(9,4);Bookshelf(8,4);Sofa(1,5);Sofa(0,5);Dining Table(2,2)"
11,13,"Sofa(2,2);Table(7,4);Chair(5,9)"
8,14,"Bookshelf(5,0);Dining Table(0,3);Chair(7,9)"
8,12,"Table(3,5);Table(4,6);Desk(2,8);Chair(7,8)"
8,9,"Desk(1,2);Table(0,6);Bed(1,7)"
10,13,"Table(1,9);Wardrobe(7,4);Dining Table(2,6);Chair(1,10)"
12,13,"Bed(2,4);Wardrobe(8,8);Bed(1,4);Chair(2,11);Sofa(0,10)"
13,11,"Bed(4,3);Table(10,3);Table(8,6);Sofa(4,1);Desk(1,1)"
9,11,"Bed(4,3);Wardrobe(2,5);Wardrobe(4,0);Bed(5,3)"
14,13,"Bookshelf(5,10);Dining Table(9,9);Sofa(1,1);Sofa(2,5)"
13,10,"Desk(1,2);Table(0,8);Table(0,5);Bookshelf(1,4)"
13,12,"Sofa(3,1);Table(7,8);Desk(5,7);Sofa(1,9)"
12,11,"Table(8,6);Bed(2,0);Table(5,3)"
13,12,"Desk(2,7);Bookshelf(3,6);Bookshelf(7,0);Chair(6,4);Table(4,4)"
12,14,"Sofa(4,12);Wardrobe(2,1);Wardrobe(10,6);Dining Table(7,2);Sofa(4,4)"
10,12,"Desk(5,8);Dining Table(5,1);Dining Table(4,0)"
10,9,"Desk(7,1);Wardrobe(7,2);Table(4,1);Wardrobe(2,2)"
9,12,"Bed(1,6);Sofa(6,6);Table(2,5);Desk(6,7);Sofa(5,7)"
10,12,"Table(4,2);Chair(6,2);Chair(9,11)"
8,12,"Desk(1,8);Bookshelf(3,9);Desk(0,9);Wardrobe(3,5);Wardrobe(1,6)"
8,10,"Table(0,2);Table(6,6);Sofa(5,1)"
10,11,"Desk(7,2);Bed(1,5);Chair(9,1);Wardrobe(5,0);Wardrobe(2,2)"
12,13,"Dining Table(8,4);Bookshelf(3,4);Dining Table(2,7);Desk(6,7)"
10,9,"Table(4,6);Dining Table(7,3);Chair(8,8)"
9,14,"Bookshelf(6,8);Dining Table(2,9);Wardrobe(6,7);Bookshelf(5,11);Table(4,0)"
11,14,"Chair(4,10);Wardrobe(6,2);Wardrobe(8,11);Desk(7,4)"
12,11,"Sofa(2,0);Bed(6,9);Sofa(4,0)"
12,12,"Sofa(0,9);Bookshelf(5,7);Dining Table(2,3);Bookshelf(0,10)"
8,8,"Table(5,0);Chair(5,0);Desk(0,1)"
14,8,"Chair(3,1);Bed(10,3);Table(3,6)"
13,8,"Sofa(2,6);Bed(4,2);Table(5,3)"
13,8,"Chair(3,4);Bookshelf(8,0);Bookshelf(10,1);Chair(11,4)"
8,11,"Bed(1,0);Wardrobe(4,6);Dining Table(3,6)"
9,12,"Sofa(2,7);Table(2,8);Bed(1,5);Bed(4,7);Sofa(1,8)"
9,8,"Wardrobe(4,0);Bookshelf(3,5);Dining Table(2,2)"
9,14,"Sofa(3,11);Desk(0,8);Dining Table(6,8)"
10,12,"Bookshelf(3,1);Wardrobe(6,2);Wardrobe(3,9);Bookshelf(4,1)"
10,12,"Bed(3,3);Chair(4,3);Dining Table(1,5);Sofa(0,1)"
11,12,"Table(1,7);Sofa(1,6);Desk(0,5);Chair(8,11);Desk(6,0)"
10,9,"Sofa(6,2);Bed(2,2);Sofa(6,5);Bookshelf(6,6);Desk(2,6)"
10,9,"Table(7,3);Desk(1,2);Bookshelf(2,6);Chair(9,2)"
13,13,"Dining Table(0,3);Table(3,10);Chair(7,4)"
9,10,"Table(5,1);Desk(1,7);Desk(0,8);Chair(8,5)"
11,12,"Dining Table(6,6);Bed(5,7);Table(0,4)"
12,11,"Sofa(1,8);Desk(2,10);Dining Table(3,8);Desk(6,9)"
8,14,"Chair(6,10);Sofa(4,6);Desk(2,1)"
9,10,"Bookshelf(7,3);Wardrobe(0,7);Chair(0,4)"
14,13,"Chair(2,5);Table(8,2);Desk(1,3)"
14,8,"Sofa(8,4);Chair(13,4);Table(3,0);Dining Table(6,3)"
14,12,"Table(11,6);Bed(9,3);Bookshelf(5,5);Bed(10,3);Desk(2,4)"
8,10,"Bookshelf(4,8);Wardrobe(3,7);Sofa(5,4);Wardrobe(5,0)"
8,8,"Table(3,2);Dining Table(4,1);Chair(2,2);Dining Table(0,3)"
8,10,"Wardrobe(2,0);Wardrobe(4,7);Bookshelf(6,2)"
11,14,"Wardrobe(4,3);Wardrobe(2,2);Desk(4,3)"
13,13,"Desk(10,2);Bookshelf(7,6);Desk(5,6);Desk(9,5);Desk(2,12)"
10,10,"Bookshelf(1,1);Sofa(4,4);Bookshelf(4,8);Desk(5,8)"
9,8,"Sofa(5,4);Dining Table(0,4);Desk(3,0);Desk(3,0)"
8,12,"Bookshelf(3,9);Dining Table(1,7);Sofa(5,4);Dining Table(3,7);Bed(1,2)"
10,8,"Chair(8,5);Sofa(3,6);Bed(0,6);Bookshelf(1,2);Sofa(2,3)"
12,13,"Bed(3,3);Dining Table(3,9);Chair(8,9);Dining Table(3,7)"
10,13,"Bookshelf(3,11);Sofa(1,3);Dining Table(4,3);Bookshelf(6,1)"
14,8,"Wardrobe(12,1);Wardrobe(4,0);Table(8,6);Chair(9,0);Bookshelf(12,6)"
8,8,"Chair(7,0);Dining Table(2,1);Bed(2,1);Sofa(4,3);Bookshelf(3,0)"
11,11,"Dining Table(6,7);Dining Table(8,5);Wardrobe(0,4);Chair(4,6)"
10,13,"Desk(7,8);Sofa(6,11);Sofa(4,1);Desk(0,6)"
11,8,"Bed(6,4);Sofa(2,4);Wardrobe(9,2)"
10,10,"Bookshelf(3,4);Chair(8,2);Chair(6,4);Sofa(6,1);Chair(2,8)"
9,14,"Sofa(5,5);Table(4,8);Desk(0,3);Chair(1,7);Dining Table(4,6)"
14,11,"Wardrobe(11,8);Wardrobe(12,6);Chair(3,10)"
11,10,"Bookshelf(9,4);Dining Table(7,6);Bed(4,4);Sofa(3,7)"
12,9,"Dining Table(8,5);Dining Table(6,3);Bookshelf(8,5)"
11,12,"Dining Table(3,4);Table(0,10);Desk(4,0);Chair(3,4);Wardrobe(2,3)"
10,8,"Dining Table(6,0);Chair(4,2);Table(0,1);Wardrobe(6,0)"
10,11,"Desk(5,7);Bookshelf(0,9);Dining Table(3,2)"
13,11,"Dining Table(9,1);Desk(3,5);Sofa(1,4)"
10,10,"Bed(1,5);Bookshelf(4,8);Wardrobe(6,3)"
11,10,"Sofa(8,3);Dining Table(2,6);Chair(2,2)"
11,9,"Dining Table(0,2);Sofa(3,6);Chair(7,7);Wardrobe(6,3);Table(8,6)"
8,9,"Chair(3,0);Table(1,2);Table(2,1);Chair(1,2);Sofa(2,2)"
12,10,"Table(10,8);Dining Table(6,4);Bed(4,8);Wardrobe(9,6);Dining Table(1,3)"
12,13,"Bookshelf(4,3);Dining Table(2,5);Bookshelf(1,3);Chair(8,10);Desk(4,0)"
8,12,"Bookshelf(1,10);Desk(0,8);Wardrobe(4,7);Bed(1,10)"
12,13,"Bed(6,1);Dining Table(7,1);Table(0,4)"
14,12,"Desk(4,2);Dining Table(3,9);Desk(11,7);Desk(3,3);Table(5,10)"
14,12,"Sofa(1,2);Wardrobe(12,4);Dining Table(11,6);Desk(1,6);Table(8,3)"
9,10,"Desk(3,4);Bookshelf(1,6);Bed(0,8);Bookshelf(1,7);Desk(4,2)"
9,14,"Table(3,9);Chair(1,6);Dining Table(3,8);Desk(2,0);Table(1,4)"
14,14,"Wardrobe(0,2);Bed(3,6);Bed(7,10);Table(2,4);Sofa(7,5)"
9,12,"Desk(0,1);Chair(0,7);Table(3,10)"
10,11,"Wardrobe(3,1);Bookshelf(1,4);Chair(6,0);Bookshelf(7,4)"
11,12,"Dining Table(5,3);Sofa(1,3);Bed(2,4);Desk(8,2);Desk(3,3)"
8,9,"Table(0,1);Table(3,5);Bookshelf(3,0)"
11,12,"Desk(1,5);Sofa(8,5);Bed(7,6)"
11,12,"Table(7,5);Chair(8,3);Dining Table(5,1);Sofa(2,6);Bed(4,5)"
14,8,"Dining Table(9,1);Table(3,2);Bed(1,1)"
11,14,"Table(0,9);Sofa(3,5);Wardrobe(9,3);Bookshelf(1,1);Desk(2,10)"
12,8,"Bed(6,2);Chair(4,5);Chair(6,1)"
10,11,"Desk(5,8);Sofa(3,7);Dining Table(5,2);Bed(6,6)"
10,9,"Dining Table(2,5);Chair(1,2);Wardrobe(8,2);Table(1,4)"
10,10,"Wardrobe(2,0);Wardrobe(1,3);Table(6,4);Bookshelf(5,0);Wardrobe(7,5)"
9,10,"Sofa(2,1);Chair(3,9);Wardrobe(0,7)"
10,10,"Bookshelf(3,8);Dining Table(0,6);Chair(0,7)"
9,14,"Dining Table(4,6);Sofa(3,4);Chair(3,9);Desk(4,4)"
8,10,"Desk(5,4);Table(4,0);Dining Table(4,5);Wardrobe(3,5)"
14,11,"Sofa(3,3);Wardrobe(5,2);Chair(1,5);Dining Table(0,2);Table(9,1)"
10,13,"Chair(9,5);Dining Table(1,0);Chair(3,0);Chair(7,7)"
8,10,"Desk(4,8);Wardrobe(3,5);Bed(4,8);Table(2,1)"
14,11,"Desk(11,9);Table(11,1);Desk(3,7);Dining Table(11,4)"
9,12,"Table(1,2);Chair(5,10);Desk(6,2);Table(4,7)"
9,13,"Wardrobe(1,3);Bookshelf(1,0);Bookshelf(0,10);Desk(4,8);Sofa(0,10)"
9,10,"Table(1,1);Bed(1,4);Bookshelf(5,6);Bookshelf(0,3);Chair(4,0)"
12,14,"Dining Table(9,6);Desk(3,1);Wardrobe(5,3);Bed(2,3);Dining Table(3,5)"
12,12,"Bookshelf(10,2);Table(0,7);Sofa(9,9)"
11,11,"Bed(2,4);Table(6,0);Dining Table(0,3);Bed(5,5);Bed(7,9)"
12,9,"Desk(8,4);Desk(7,3);Bed(4,4)"
12,9,"Bed(6,5);Bookshelf(8,3);Wardrobe(9,4);Table(6,6);Desk(7,8)"
12,11,"Wardrobe(4,7);Table(8,6);Wardrobe(9,3);Desk(1,1)"
9,11,"Bed(4,5);Desk(4,9);Bed(2,5);Desk(0,10);Wardrobe(3,5)"
10,11,"Chair(2,10);Dining Table(0,8);Sofa(6,7);Desk(7,1);Bookshelf(8,5)"
8,9,"Table(4,4);Dining Table(2,3);Dining Table(1,0);Table(6,1);Dining Table(5,4)"
8,12,"Chair(3,5);Bed(4,2);Dining Table(3,3)"
8,9,"Bed(0,1);Bookshelf(6,5);Wardrobe(5,1);Desk(3,2)"
11,8,"Dining Table(5,3);Bookshelf(6,2);Bookshelf(4,1)"
8,11,"Sofa(1,1);Sofa(2,1);Wardrobe(0,0);Chair(7,0)"
14,10,"Chair(9,7);Dining Table(7,7);Chair(7,2);Desk(6,7)"
10,8,"Bed(2,4);Chair(4,0);Desk(4,6);Bookshelf(5,2);Bookshelf(1,6)"
11,8,"Sofa(0,3);Dining Table(4,2);Bed(3,0)"
13,10,"Sofa(8,6);Table(1,4);Desk(5,1);Dining Table(0,0);Bed(5,3)"
14,13,"Wardrobe(9,3);Bookshelf(9,9);Chair(6,6);Bookshelf(5,11);Table(1,7)"
14,14,"Bookshelf(8,9);Sofa(11,8);Table(7,11)"
11,8,"Bed(5,2);Table(3,2);Dining Table(0,3)"
8,9,"Wardrobe(5,0);Wardrobe(2,4);Sofa(1,6);Sofa(2,0);Desk(0,3)"
11,9,"Bookshelf(4,6);Wardrobe(9,0);Dining Table(2,4);Sofa(8,0)"
12,14,"Wardrobe(10,11);Wardrobe(7,0);Table(4,5);Dining Table(5,4)"
9,11,"Bed(0,7);Dining Table(3,4);Bed(3,6);Bookshelf(7,0)"
11,13,"Bed(3,3);Chair(3,8);Sofa(2,6);Bookshelf(9,1);Wardrobe(4,5)"
9,8,"Wardrobe(2,3);Chair(5,6);Wardrobe(1,5)"
9,13,"Bookshelf(0,2);Table(2,4);Table(0,1);Sofa(0,8)"
8,8,"Sofa(5,0);Desk(4,4);Table(1,4);Sofa(3,3);Sofa(1,4)"
13,9,"Table(4,2);Bed(7,1);Dining Table(7,6);Dining Table(1,5)"
14,12,"Wardrobe(11,2);Bookshelf(11,9);Sofa(2,0)"
12,10,"Sofa(5,4);Table(4,5);Dining Table(3,2);Bookshelf(8,5)"
8,14,"Desk(2,13);Chair(7,10);Bookshelf(0,7)"
14,8,"Table(9,4);Dining Table(3,2);Bed(4,2);Table(3,3);Bed(10,0)"
11,10,"Chair(2,2);Chair(10,2);Desk(1,5);Desk(4,3);Dining Table(6,5)"
12,8,"Table(3,1);Chair(0,5);Table(6,0);Wardrobe(8,0)"
10,8,"Table(0,0);Bookshelf(4,2);Desk(7,7);Sofa(7,5)"
10,10,"Sofa(5,3);Wardrobe(5,1);Table(0,5)"
13,10,"Wardrobe(9,0);Wardrobe(3,6);Bookshelf(9,6);Dining Table(6,2)"
14,14,"Dining Table(6,0);Sofa(5,1);Sofa(10,5)"
8,12,"Dining Table(5,8);Bed(3,10);Desk(2,5);Bed(3,9);Dining Table(4,7)"
13,10,"Chair(5,6);Wardrobe(9,1);Desk(5,0);Sofa(9,6);Bookshelf(10,2)"
10,12,"Wardrobe(7,4);Sofa(5,9);Table(5,9)"
13,11,"Sofa(7,0);Chair(6,6);Table(1,6);Bed(6,9);Chair(2,6)"
12,11,"Dining Table(5,7);Bookshelf(8,5);Desk(2,8)"
9,10,"Bookshelf(7,5);Table(1,4);Wardrobe(4,2)"
10,13,"Wardrobe(6,4);Bed(2,2);Bed(2,0)"
10,10,"Bookshelf(3,8);Dining Table(2,3);Chair(6,5);Wardrobe(8,5);Bed(0,4)"
10,13,"Chair(4,10);Table(7,10);Sofa(2,1);Chair(9,9)"
11,13,"Bookshelf(9,9);Wardrobe(5,4);Chair(7,2);Chair(5,2);Sofa(8,7)"
11,11,"Desk(5,0);Desk(3,0);Bookshelf(8,7)"
14,8,"Desk(2,3);Bookshelf(5,4);Table(3,0);Bookshelf(10,3)"
14,9,"Table(8,5);Bed(3,4);Bookshelf(2,0);Desk(1,6);Table(5,7)"
14,9,"Sofa(11,2);Chair(9,6);Table(7,6);Wardrobe(3,3);Desk(7,5)"
13,10,"Desk(10,1);Bookshelf(6,2);Sofa(5,2)"
10,13,"Desk(7,5);Desk(2,1);Dining Table(3,2);Bed(1,1);Sofa(1,3)"
11,11,"Desk(5,4);Sofa(1,1);Wardrobe(2,0)"
12,12,"Sofa(1,5);Bed(0,10);Bookshelf(2,5);Wardrobe(10,7)"
9,9,"Sofa(1,4);Table(1,1);Bed(0,7)"
12,8,"Desk(2,6);Desk(2,2);Sofa(2,0)"
10,14,"Chair(6,7);Bookshelf(1,1);Bed(4,11)"
12,8,"Sofa(9,2);Chair(9,0);Bookshelf(10,0)"
11,8,"Dining Table(3,4);Sofa(3,3);Bed(7,3);Chair(7,1)"
10,10,"Bookshelf(3,7);Bed(4,1);Table(7,5);Dining Table(4,0)"
10,10,"Wardrobe(0,1);Table(3,1);Wardrobe(1,6);Chair(8,4)"
12,14,"Sofa(9,1);Table(4,7);Chair(8,11);Dining Table(1,3);Chair(7,7)"
14,8,"Bookshelf(9,0);Chair(6,5);Bookshelf(4,4);Desk(1,5);Bed(2,2)"
9,13,"Dining Table(2,9);Desk(6,2);Dining Table(4,10)"
10,10,"Bed(1,5);Bookshelf(5,5);Desk(6,4);Sofa(7,3)"
12,12,"Sofa(7,1);Sofa(7,5);Bed(2,6);Bookshelf(8,4);Chair(7,1)"
10,14,"Wardrobe(1,8);Sofa(0,11);Sofa(5,12);Bed(2,6)"
12,8,"Sofa(5,5);Sofa(5,2);Chair(11,6);Chair(4,0)"
8,10,"Wardrobe(0,0);Bookshelf(4,4);Chair(7,9)"
8,13,"Chair(0,11);Table(1,11);Bed(0,0);Wardrobe(1,2)"
13,9,"Desk(8,3);Dining Table(0,5);Bookshelf(2,7)"
9,11,"Chair(8,1);Sofa(6,3);Dining Table(6,8);Desk(3,1)"
8,8,"Bed(0,3);Table(3,1);Dining Table(3,1);Bed(0,1);Desk(5,1)"
9,14,"Dining Table(1,0);Wardrobe(5,10);Desk(1,9);Sofa(0,12);Desk(5,13)"
14,11,"Dining Table(10,8);Sofa(6,5);Sofa(1,8);Desk(6,0);Sofa(5,6)"
9,8,"Sofa(3,4);Wardrobe(6,4);Dining Table(0,2);Chair(2,1)"
13,8,"Table(7,3);Dining Table(0,2);Desk(6,7)"
13,10,"Table(4,4);Table(1,5);Wardrobe(7,3)"
14,13,"Dining Table(3,7);Table(8,6);Bed(0,9);Wardrobe(1,4);Table(11,11)"
14,12,"Bookshelf(11,6);Desk(9,10);Bed(1,7);Desk(8,1);Bookshelf(0,0)"
10,9,"Bookshelf(7,6);Sofa(4,0);Bookshelf(6,4);Dining Table(0,5);Desk(6,8)"
10,8,"Chair(8,0);Table(7,6);Chair(6,2)"
9,11,"Chair(3,4);Dining Table(3,7);Bookshelf(7,6);Sofa(4,9)"
13,11,"Sofa(1,7);Table(7,8);Bookshelf(6,3)"
11,10,"Sofa(0,5);Desk(4,2);Dining Table(6,1)"
11,12,"Bed(6,6);Bookshelf(7,8);Sofa(2,6)"
9,11,"Desk(6,2);Table(7,5);Bookshelf(7,4);Bed(4,5);Sofa(5,8)"
12,13,"Sofa(5,6);Chair(2,0);Dining Table(5,5);Chair(2,2)"
14,11,"Table(2,6);Sofa(2,0);Desk(0,1)"
8,10,"Table(3,2);Table(6,7);Table(5,7)"
13,11,"Table(5,3);Table(7,2);Dining Table(1,2);Bookshelf(7,1);Bookshelf(10,6)"
10,9,"Desk(5,7);Desk(1,4);Desk(5,3);Sofa(5,6);Bed(0,0)"
8,13,"Wardrobe(6,9);Bed(0,11);Bookshelf(5,1)"
11,12,"Sofa(0,9);Desk(1,7);Table(9,4);Dining Table(6,6);Sofa(5,1)"
13,11,"Bookshelf(5,8);Wardrobe(1,4);Chair(4,5)"
9,14,"Bed(4,3);Sofa(6,5);Desk(5,5)"
10,8,"Sofa(1,3);Table(1,6);Dining Table(4,5)"
12,10,"Dining Table(3,0);Table(8,7);Chair(4,7);Bookshelf(1,3);Wardrobe(7,3)"
14,14,"Bed(6,7);Wardrobe(0,4);Desk(11,10)"
14,10,"Dining Table(0,6);Desk(1,2);Dining Table(5,3);Desk(10,1)"
10,11,"Chair(6,6);Dining Table(0,4);Bookshelf(0,5);Desk(6,7);Dining Table(1,2)"
14,13,"Chair(4,6);Chair(2,4);Bookshelf(3,4);Wardrobe(12,10);Bookshelf(5,9)"
14,14,"Dining Table(0,0);Bed(5,4);Table(4,12)"
10,11,"Dining Table(2,3);Dining Table(4,1);Wardrobe(8,0)"
13,9,"Desk(8,5);Wardrobe(6,6);Bookshelf(8,2)"
12,12,"Chair(2,8);Table(9,7);Bed(4,10);Wardrobe(4,3);Sofa(1,1)"
9,12,"Bookshelf(5,4);Table(1,5);Table(6,1);Bookshelf(1,9)"
8,13,"Desk(0,0);Bookshelf(0,10);Desk(0,12)"
9,9,"Table(7,1);Sofa(1,7);Table(4,6);Table(1,0);Desk(4,4)"
12,12,"Table(4,1);Bed(5,3);Bed(4,10);Desk(5,2)"
13,9,"Table(6,6);Sofa(0,3);Table(9,5);Table(7,7)"
14,10,"Dining Table(2,6);Dining Table(9,3);Table(3,8)"
14,9,"Sofa(4,2);Desk(4,4);Bookshelf(11,4);Wardrobe(3,3)"
8,14,"Chair(3,5);Bookshelf(3,4);Chair(2,6);Table(2,2)"
13,13,"Bookshelf(2,0);Wardrobe(5,10);Sofa(1,0)"
13,12,"Dining Table(6,5);Sofa(1,6);Desk(8,1);Table(2,1);Dining Table(6,6)"
14,11,"Bed(7,6);Bed(5,7);Chair(6,2);Dining Table(10,3)"
8,10,"Dining Table(1,2);Desk(1,4);Dining Table(5,3);Dining Table(5,5);Chair(0,6)"
11,14,"Desk(5,5);Table(7,8);Chair(1,6)"
10,10,"Desk(5,8);Dining Table(4,3);Sofa(1,0)"
8,12,"Chair(2,9);Desk(3,3);Bookshelf(4,3)"
13,14,"Wardrobe(6,7);Chair(4,3);Chair(8,10);Bookshelf(8,6)"
8,14,"Bookshelf(3,3);Desk(1,4);Desk(2,1);Sofa(4,4);Wardrobe(2,5)"
13,9,"Bed(0,3);Chair(11,8);Dining Table(9,4);Bookshelf(4,1)"
14,14,"Desk(9,1);Desk(1,8);Bookshelf(4,7)"
11,12,"Desk(3,9);Table(0,9);Table(2,1);Wardrobe(6,3)"
8,10,"Dining Table(3,6);Wardrobe(4,6);Sofa(1,5);Bookshelf(0,0)"
11,9,"Dining Table(0,6);Bed(2,4);Chair(6,2);Bookshelf(2,4)"
13,10,"Dining Table(2,1);Table(8,2);Bed(5,2);Bookshelf(1,3)"
9,14,"Bed(4,1);Bookshelf(5,3);Table(7,3);Bed(3,0);Wardrobe(7,7)"
11,11,"Bookshelf(6,7);Wardrobe(5,6);Wardrobe(3,4)"
9,9,"Bed(5,4);Bed(5,0);Dining Table(3,2);Wardrobe(4,5)"
9,11,"Chair(4,4);Sofa(4,7);Table(2,8)"
14,12,"Wardrobe(8,7);Table(9,10);Bed(10,0)"
9,11,"Wardrobe(4,3);Desk(2,0);Bed(4,1);Sofa(2,7);Table(7,8)"
14,12,"Chair(8,1);Sofa(7,9);Chair(0,5);Wardrobe(3,5)"
9,13,"Wardrobe(7,7);Chair(8,0);Chair(4,10)"
14,9,"Dining Table(0,1);Bookshelf(12,1);Sofa(0,7)"
8,8,"Wardrobe(4,2);Desk(5,5);Wardrobe(3,3);Table(5,4)"
12,12,"Table(2,1);Desk(0,11);Bookshelf(1,9);Sofa(5,4);Sofa(8,2)"
8,8,"Sofa(5,5);Desk(4,6);Wardrobe(1,5)"
10,12,"Desk(4,11);Bookshelf(3,5);Table(7,10);Table(7,6);Chair(1,6)"
14,12,"Wardrobe(9,8);Sofa(11,7);Table(7,9)"
13,8,"Table(8,2);Dining Table(1,5);Bookshelf(11,4);Bed(6,0);Bookshelf(11,0)"
13,11,"Chair(11,5);Dining Table(7,5);Bed(7,0);Chair(9,5)"
13,14,"Chair(2,11);Sofa(4,9);Table(10,10)"
8,12,"Bookshelf(6,9);Bookshelf(1,1);Dining Table(3,7);Bookshelf(5,5)"
11,14,"Bed(5,4);Wardrobe(2,6);Desk(5,1);Bookshelf(3,11);Sofa(6,6)"
10,12,"Wardrobe(2,6);Sofa(6,1);Table(8,7)"
13,12,"Chair(4,8);Desk(7,5);Sofa(10,10);Desk(9,4)"
9,8,"Table(7,0);Bed(5,3);Chair(3,7)"
12,8,"Table(1,5);Wardrobe(0,4);Chair(10,2);Bookshelf(3,0)"
11,11,"Wardrobe(4,4);Bookshelf(5,8);Table(9,4)"
8,10,"Wardrobe(1,7);Table(3,1);Desk(4,0);Chair(3,4);Wardrobe(1,0)"
10,12,"Table(3,8);Desk(5,3);Dining Table(3,1);Bed(1,7)"
11,11,"Wardrobe(9,8);Bookshelf(1,7);Desk(4,9)"
14,12,"Desk(11,7);Chair(13,11);Bookshelf(3,8)"
11,12,"Sofa(5,2);Desk(4,3);Bookshelf(5,8);Chair(3,3)"
8,8,"Bed(1,4);Chair(4,6);Dining Table(1,3);Bed(3,0);Bookshelf(5,4)"
12,14,"Wardrobe(9,9);Table(2,10);Desk(8,10);Bookshelf(5,5)"
11,10,"Table(0,6);Chair(5,5);Bed(3,2)"
14,14,"Dining Table(11,7);Bed(4,9);Desk(10,8);Chair(10,0);Bookshelf(10,5)"
14,8,"Desk(6,2);Wardrobe(3,1);Dining Table(11,1)"
10,12,"Bookshelf(5,3);Chair(7,11);Desk(5,4)"
10,13,"Bed(0,3);Dining Table(2,9);Chair(8,0);Chair(6,8);Dining Table(4,10)"
13,11,"Wardrobe(7,2);Table(6,4);Chair(11,5)"
14,9,"Dining Table(4,5);Sofa(4,2);Chair(6,7);Sofa(0,1)"
8,10,"Desk(2,2);Desk(1,3);Wardrobe(5,6)"
11,10,"Bookshelf(5,4);Table(1,4);Bed(1,7);Wardrobe(3,3);Sofa(1,0)"
12,13,"Table(6,8);Bed(5,9);Chair(6,4)"
11,14,"Dining Table(3,7);Desk(4,4);Desk(6,7);Wardrobe(5,2)"
13,14,"Desk(6,1);Wardrobe(8,5);Wardrobe(6,8);Bed(1,4)"
14,14,"Desk(7,6);Bed(6,4);Table(10,9);Wardrobe(12,0);Dining Table(10,3)"
8,12,"Table(0,6);Wardrobe(2,7);Bookshelf(6,8);Dining Table(1,7);Dining Table(5,0)"
9,8,"Bookshelf(5,3);Table(0,0);Dining Table(6,5)"
9,11,"Desk(4,0);Wardrobe(1,7);Sofa(3,0);Wardrobe(0,2)"
12,12,"Bookshelf(4,8);Chair(7,5);Table(6,0);Wardrobe(4,9)"
13,11,"Desk(2,8);Wardrobe(8,0);Dining Table(2,0);Table(11,4)"
9,13,"Wardrobe(3,3);Bookshelf(6,1);Bed(0,0);Bookshelf(1,9)"
14,8,"Table(7,5);Table(1,1);Dining Table(5,1)"
9,11,"Dining Table(5,4);Bed(2,0);Bookshelf(6,4);Bookshelf(4,6);Dining Table(3,1)"
10,12,"Bed(5,7);Bed(6,7);Wardrobe(5,1);Sofa(3,4);Bookshelf(2,10)"
10,12,"Bookshelf(0,10);Wardrobe(5,6);Sofa(3,10);Chair(8,8);Chair(0,0)"
11,13,"Bed(0,5);Dining Table(0,1);Chair(9,8);Bookshelf(2,1)"
8,13,"Bed(3,2);Sofa(1,3);Desk(5,6)"
14,9,"Bed(3,4);Dining Table(10,6);Bed(1,4)"
